index	sentence1	sentence2	label
926	De President Vladimir Putin huet e Méindeg versprach d'Mäerder vun der Anna Politkovskaya ze verfolgen während hir Kollegen zu Novaya Gazeta verpflicht hunn hir Aarbecht trotz Gefore weiderzeféieren.	Anna Politkovskaya gouf ëmbruecht.	1
927	Den Aziz huet bestätegt datt dem Irak seng Fuerderungen "d'Ophiewe vun der Blockade an d'Restrukturatioun vun der Spionagekommissioun dorënner hire President (Richard) Butler enthalen.	Den Irak fuerdert d'Ophiewe vum Embargo an Ännerungen am Comité.	1
928	D'Sentiment wiisst an der Bush Administratioun a weltwäit Energiekreesser fir irakesch Fachleit fir d'Uelegproduktioun vun hirem Land no all Krich ze setzen trotz engem Drock vun e puer Beamten fir d'USA d'Kontroll vun de lukrativen Uelegfelder z'erfaassen.	D'USA hunn déi "schwéierste Konsequenzen" menacéiert wann den Irak chemesch oder biologesch Waffen géint d'USA géife benotzen Kuwaitesch Uelegfelder zerstéieren oder un Terrorismus deelhuelen.	0
929	Zum Beispill fidderen d'Felder vun de westleche Baueren d'USA a villen aneren Deeler vun der Welt an d'Bewässerungssystemer vun Indien hunn et erlaabt datt Land selbstverständlech an der Liewensmëttelproduktioun zënter 1974 ass. gehollef fir liewensgeféierlech Probleemer ze behiewen wéi Aarmut aus Mangel u wirtschaftlecher Entwécklung Hongersnout als Resultat vun Dréchent Zerstéierung vun Iwwerschwemmungen a weider Krankheet duerch Mangel u Drénkwaasserversuergung.	Dammbau verhënnert liewensgeféierlech Situatiounen.	1
930	[Episcopal News Service] Verschidde Paren an Dierfer am Sudan's Episcopal Diözes Mundri sinn Affer vun enger frëscher Welle vun Attacke vun der Lord's Resistance Army gefall eng Ugandan Rebellenorganisatioun där hir Zaldoten eng zwee Joerzéngte laang terroristesch Kampagne verlängeren grujeleg duerch verbreet markéiert. Massaker a Kannerentféierungen. Op d'mannst véier Leit goufen dout bestätegt an d'Onsécherheet an der Regioun forcéiert d'Awunner d'Dierfer Tore Wandi Moba Bangolo Ledinwa a Garia fir d'relativ Sécherheet vu Mundri ze flüchten. Ee vun den Doudegen ass de Wilson e Laie Lieser an enger Parkierch zu Moba huet den Rt geschriwwen. Rev Bismark Méindeg Bëschof vu Mundri an engem Januar 15 Email un Kierch Partner. De Méindeg huet erkläert datt ee vun de Wilson senge Jongen an Enkel - allebéid ongeféier 10 Joer al - entfouert goufen.	The Lord's Resistance Army ass eng Rebellenorganisatioun.	1
931	Valero Energy Corp. e Méindeg huet gesot datt et "extensiv" zousätzlech Schued bei senger 250000-Fass-pro-Dag Port Arthur Raffinerie fonnt huet.	Valero Energy Corp. ass de Besëtzer vun der Port Arthur Raffinerie.	1
932	Jill Pilgrim General Counsel vun USA Track and Field huet d'Thema während engem Panel iwwer Fraensport op der Sports Affekot Konferenz bruecht. Pilgrim sot datt d'Gesetz iwwer wien legal als Fra ugesi gëtt ännert sech wéi d'Sex-Verännerung Operatiounen méi heefeg ginn.	Sex-Ännerung Operatiounen ginn méi heefeg.	1
933	Ee Joer nom Tsunami vum Indeschen Ozean sinn d'Trauer a Matgefill vun der Welt zréck an d'Tsunami-geschloene Küste vum Indeschen Ozean zréckkomm wou op d'mannst 216.000 Leit hiert Liewe verluer hunn. Ënnert engem kloren Himmel a virun engem sanfte Mier huet d'Welt déi déi hiert Liewe verluer hunn an enger vun de schlëmmsten Naturkatastrophen déi d'modern Welt erlieft huet gedenkt.	Äerdbiewen hunn d'Potenzial fir en Tsunami ze generéieren.	0
934	D'lescht Woch huet de LTTE Leader Vilupillai Prabhakaran gesot datt d'Rebelle keng Gedold hunn a bereet sinn zréck an de Krich ze goen.	De Velupillai Prabhakaran ass e Rebell.	0
935	Ziler an der zweeter Halschent vum Danny Mills an dem Darius Vassell hunn Manchester City op eng 2-0 Victoire iwwer Everton erhéicht.	Manchester gouf vum Everton geschloen.	0
936	E Continental Connection Fluch vun Newark op Buffalo ass en Donneschdeg Nuecht an en Haus ongeféier véier bis sechs Meilen vum Buffalo Niagara International Airport erofgefall woubäi 50 Leit ëmbruecht goufen hunn d'Beamten gesot. Continental Airlines Flight 3407 ass en deegleche Pendlerflich vum Newark Liberty International Airport zu Newark New Jersey op Buffalo New York operéiert ënner der Continental Connection Mark vun der Virginia-baséierter regionaler Fluchgesellschaft Colgan Air.	Buffalo ass net wäit vun Newark.	0
937	D'Internetgrupp Anonym huet haut Protester kritesch géint d'Kierch vun der Scientology ofgehalen. D'Protester markéiert wat den 49. Gebuertsdag vun der Lisa McPherson gewiescht wier déi behaapt gëtt en Affer vun de Praxis vun der Church of Scientology ze sinn. D'Lisa ass am Joer 1995 gestuerwen wärend engem Laf vun deem wat Scientologen als Introspection Rundown bezeechnen eng Prozedur fir d'Kierchmemberen ze hëllefen mat engem psychoteschen oder déif traumateschen Event ëmzegoen.	D'Kierch vun der Scientology huet d'Lisa McPherson ermordet.	0
938	Co-produzéiere vum Film ass Happy Madison d'Firma am Besëtz vum Sandler deen e Landsmann vum Schneider war zënter si fréi an hirer Carrière kennegeléiert hunn als géigesäiteg kämpfen Stand-up Komiker zu Los Angeles.	Happy Madison schafft fir d'Firma am Besëtz vum Sandler.	0
939	Den US-President George W. Bush huet refuséiert en Zäitplang fir de Réckzuch vun den 138.000 US-Zaldoten am Irak ze setzen awer huet gesot datt d'US-Kräfte wäerte stoen wéi d'irakesch Kräfte lues a lues iwwerhuelen.	138.000 US-Zaldoten sinn am Irak.	1
940	D'iF Auszeechnunge ginn zu Hannover Däitschland am International Forum Design Hannover GMBH iwwerreecht. Et ginn eng Rei vu Felder an Disziplinnen déi hir eege Auszeechnunge hunn.TAG Heuer's Monaco Caliber 360 LS Concept Chronograph has won the award in the Leisure/Lifestyle category. Den Auerzäit gouf aus iwwer 2.200 Aueren aus 35 Länner gewielt. Dëse prestigiéise Präis gouf der Firma fir d'zweet Kéier an zwee Joer iwwerreecht. D'lescht Joer war de Gewënner an der selwechter Kategorie TAG Heuer's Professional Golf Watch entworf zesumme mam Tiger Woods. De Gewënner Auerzäit vun dësem Joer vum TAG Heuer huet eng mechanesch Bewegung déi déi éischt an der Geschicht vun der Iwwerwaachung duerstellt fir eng Präzisioun vun 1/100th vun enger Sekonn z'erreechen. D'Auer selwer ass ze gesinn op der iF Design Ausstellung 2007 zu Hannover vum 15. Mäerz bis August.	Tiger Woods ass op der iF Design Ausstellung 2007.	0
941	Dir rifft duerch Är visuell Erënnerung an do ass et: Vermeer den hollännesche Kënschtler aus dem 17. Joerhonnert deen aussergewéinlech Portraite vu Fraen gemoolt huet déi am Alldag engagéiert hunn - e Bréif schreiwen Spëtze maachen oder eng Pärelkette opsetzen.	Vermeer ass en hollännesche Kënschtler aus dem 17.	1
942	D'Automobilindustrie gefouert vum General Motors a Ford huet Präisrabatten vu Juni-August ugebueden déi de Verkaf temporär gestäerkt hunn awer dës Remise kënnen ënnerierdesch Schwächt maskéiert hunn.	Ford ass Deel vun der Autosindustrie.	1
943	White huet dem Gough Whitlam seng Labour Regierung vun 1972 bis 1975 ënnerstëtzt an nodeems de Whitlam an der Verfassungskris 1975 entlooss gouf gouf besonnesch anti-royalist.	White assistéiert der Labour Regierung vun 1972 bis 1975.	1
944	ISLAMABAD Pakistan - Déi onroueg Waffestëllstand tëscht der pakistanescher Regierung an der Taliban-Militanten am Swat-Dall erschéngt e Méindeg ëmmer méi fragil wéi d'Regierungskräften Militanten an engem Nopeschbezierk fir en zweeten Dag attackéiert hunn wat den Haaptverhandlunge fir den Taliban verursaacht huet fir Gespréicher ofzebriechen. De Maulana Sufi Muhammad de Pro-Taliban Klerik dee Friddensverhandlungen tëscht der Regierung an den Taliban zu Swat ausgehandelt huet huet e Méindeg Gespréicher gestoppt fir d'militäresch Operatioun am ënneschten Dir Distrikt westlech vu Swat ze protestéieren sot säi Spriecher.	De Maulana Sufi Muhammad ass de Chef vum Tehrik Nifaz Shariat-e-Muhammadi.	0
945	En US Air Force F-22A Raptor Kämpferjet ass e Mëttwoch an der Mojave Wüst am Südweste vun den USA erofgefall laut Beamten. De Fliger deen eng Persoun setzt ass ëm ongeféier 10:30 Auer Lokalzäit ongeféier 35 Meilen nordëstlech vun der Edwards Air Force Base a Kalifornien erofgefall. D'Ursaach vum Accident ass nach net festgestallt ginn an d'Schicksal vum Pilot ass onbekannt. De Jet war op enger Testmissioun wéi en ofgefall ass.	Mojave Desert läit a Kalifornien.	1
946	WASHINGTON - De Moien ass hien an der Stad den Dick Cheney erwächt um 6 klëmmt a säi schwaarze Sport Utility Gefier a fiert sech op e Starbucks bei sengem McLean Va. Heem. Hie kënnt zréck mat engem Paar Grande Skim Latte - decaf fir hien reegelméisseg fir seng Fra Lynne - a setzt sech op d'Aarbecht am Sonnendäischtert Büro iwwer senger Garage a schreift seng Memoiren a Longhand op giel legal Pads. Et ass d'Aart vun der Szen déi d'Amerikaner vun hiren eelere Staatsmänner erwaart hunn: e rouegen unassuming Retour an d'Privatliewen nodeems se d'Muecht opginn hunn. Ausser dat ass fir de roueg an unassuming Deel.	Den Dick Cheney ass de fréiere Vizepresident.	0
947	D'Staatspolizei huet Bulletins iwwer Teletyp erausginn déi Patrouillen ufroen fir op der Sich no Robert Senacal 35 vum Cortlandt Manor ze sinn.	Senecal wunnt zu Cortlandt Manor.	1
948	De Byrraju Ramalinga Raju Grënner a President vu Satyam Computer Services a säi Brudder B. Rama Raju de Managing Director vun der Firma goufen spéide Freideg vun der Andhra Pradesh Police festgeholl. D'Bridder goufen ënner Justiz an engem Hyderabad Indien Prisong gesat a wäerten do bleiwen bis den 23. Januar. Fälschung vu Rekorder a Fälschung (Sektioun 468) a betrügeresch Annulatioun vu Wäertpabeieren (Sektioun 477-a) si si bis zu zéng Joer Prisong wa se veruerteelt ginn.	Raju huet Hepatitis-C.	0
949	Am Joer 1983 hunn d'tierkesch Zyprioten en separaten Staat proklaméiert an et d'Türkesch Republik Nordzypern (TRNC) genannt. Friddensgespréicher sinn sporadesch stattfonnt awer Zypern bleift opgedeelt.	Zypern gouf 1983 an zwee Deeler opgedeelt.	1
950	Wann e Mexikaner op d'Grenz kënnt gëtt ugeholl datt hie probéiert illegal ze iwwerschreiden.	Mexikaner weider illegal Grenz iwwerschratt	0
951	De südkoreanesche President Roh Moo-hyun huet en Donneschdeg de Verwaltungsrot vun der Audit an der Inspektioun (BAI) gefrot fir Froen z'ënnersichen déi iwwer d'Äntwert vum Ausseministère op d'Entféierung vun engem Südkoreaner am Irak geäntwert hunn dee spéider vu muslimesche Militanten ëmbruecht gouf laut Yonhap.	E Südkoreaner am Irak gouf vu muslimesche Militanten ëmbruecht.	1
952	D'Zuel vun de Golfkrich Veteranen déi un der Golfkrich Krankheet leiden ass schwéier ze begräifen. Robinson an aner Affekote soen datt se gleewen datt vill vun den 330.000 Golfkrich Veteranen déi medizinesch Behandlung vun der VA zënter dem Krich gesicht hunn an 179.000 déi e gewëssen Niveau vun Behënnerung Virdeeler sammelen leiden un engem oder méi vun de Symptomer.	Vill US Zaldoten hunn Golfkrich Krankheet nom Golfkrich entwéckelt.	1
953	D'Mozambique Maria Mutola an den Israeleschen Alex Averbukh hunn e Samschdeg beim Super Grand Prix zu Madrid déi bescht Leeschtunge vum Joer op den 800 Meter bei den Dammen an bei den Häre bei de Staange gesuergt.	D'Meeschterin bei den Dammen zéngdausend Meter kënnt aus Mosambik.	0
954	De Moog huet säin éischt elektronescht Instrument - en Theremin - am Alter vu 14 gebaut an huet de MiniMoog 'den éischte kompakten einfach ze benotzen Synthesizer' 1970 gemaach.	Am Alter vu just 14 Joer huet de Moog säin éischt elektronescht Instrument gebaut en Theremin.	1
955	En US nuklear ugedriwwen U-Boot kollidéiert mat engem japaneschen Uelegtanker an der Strooss vun Hormuz spéit gëschter Owend. Nëmmen e klenge Schued um Tanker a keng schwéier Blessuren goufe gemellt. D'USS Newport News U-Boot kollidéiert mam Heck vum japanesche Uelegtanker wouduerch den Tanker e klenge Schued verursaacht huet. Keen Personal op béide Schëffer gouf schwéier blesséiert hunn d'US Navy a japanesch Regierungsbeamten gesot. D'Strooss vun Hormuz verbannen de Persesche Golf mam Arabesche Mier an ass eng grouss Waasserbunn fir Uelegtanker.	Zwee U-Booter sinn kollidéiert.	0
956	Cool fiicht Wieder Sonndeg huet gehollef de Fortschrëtt vun engem Feier ze luesen deen d'Evakuéierung vun Honnerte vun Haiser a Geschäfter am Alaska's Interieur verursaacht huet.	Et war e Feier an Alaska.	1
957	D'Aktiviste waren agespaart a Relatioun mat hirem Protest op der Haaptplaz vu Krakau Polen géint d'Präsenz vum Vladimir Putin bei de Zeremonien fir de 60. Anniversaire vun der Befreiung vum Konzentratiounslager Auschwitz-Birkenau.	De Vladimir Putin huet un de Zeremonien fir d'Befreiung vum Auschwitz Birkenau Konzentratiounslager deelgeholl.	1
958	An der glamouréiser exklusiver Welt vun der franséischer Haute Couture ass Sakina M'Sa en onwahrscheinlechen Star. Wéi hir Kreatiounen ass d'M'Sa d'Zomm vu villen Deeler - eng kleng Fra aus de Komoren eng Immigrant aus engem Aarbechterquartier zu Marseille an en Designer deen hiren eegenen Dreem verfollegt an d'Moudewelt mat engem soziale Gewësse brodert. "Meng eenzeg Kraaft am Liewen ass mäin Ënnerscheed" seet d'M'Sa ganz schwaarz gekleet a sëtzt an hirem Atelier a Showroom zu La Goutte d'Or engem Aarbechter-Klass Quartier zu Paräis deen Heem fir eng grouss Populatioun vun Afrikaner ass. .	Sakina M'Sa huet Komoren Urspronk.	1
959	E Beamten vun der Abyan Police wou 16 westlech Touristen zënter gëschter festgehale ginn huet ugekënnegt datt d'Geiselen vum Yemeni "Islamesche Jihad" Grupp gehale ginn déi d'Verëffentlechung vu sengem Leader fuerdert an den Embargo géint den Irak ophiewen.	D'Yemen Filial vun der Grupp "Islamesche Jihad" huet déi 16 westlech Touristen entfouert.	1
960	Verëffentlechungsdatum: 06 Abrëll 2009 D'Carrie Underwood gouf zum Entertainer Of The Year bei der Academy of Country Music Awards an den USA ernannt. De fréieren American Idol Gewënner war déi éischt weiblech Akt fir d'Éier zanter dem Dixie Chicks am Joer 2000 ze gewannen. alt gesot. "Merci Gott Merci Fans Merci un d'ACM fir mech iwwerhaapt nominéiert ze hunn. Ech hunn ni geduecht datt ech nominéiert ginn an ni geduecht datt ech géif gewannen. Ech rëselen. Ech weess net wat ech soen soll ".	D'Carrie Underwood huet den zweete Präis bei den Academy of Country Music Awards gewonnen.	0
961	De Philip Morris sot datt et 201 Milliarden Zigarette weltwäit während dem Véierel verkaf huet.	De Philip Morris sot datt et 201 Milliarden Zigarette weltwäit am drëtten Trimester vun 1994 verkaaft huet.	0
962	De leschte Mount huet de Washington Field Office vum FBI eng intern Rekrutéierungsfahrt ugefaang fir en neit Anti-Obszänitéitskader ze Personal. D'Aarbecht vum neie Kader wier Beweiser géint d'"Fabrikanten a Fournisseuren" vu Pornografie ze sammelen a géif aacht Agenten e Supervisor a verschidden Ënnerstëtzungshëllef erfuerderen. D'Equipe wier net mat Kannerpornografie beschäftegt mee konzentréiere sech amplaz op Pornografie déi duerstellt a vermaart gëtt fir Erwuessener déi zoustëmmen. De Kader géif Bestialitéit Urinatioun Defecatioun a sadomasochistescht Verhalen zielen déi en héijen Taux vun Iwwerzeegung a Jurystudien hunn. D'Initiativ gëtt als "eng vun den Haaptprioritéiten" vum Procureur General Alberto Gonzales beschriwwen souwéi vum FBI Direkter Robert S. Mueller III. De Gonzales huet gesot datt "Erwuesse Pornographie eng Bedrohung fir Famillen a Kanner ass."	Den FBI ass dem Alberto Gonzales säi Patron.	0
963	Hien huet gesot datt "et Beweis ass datt de Cristiani un der Ermuerdung vun de sechs Jesuitepriester involvéiert war" deen de 16. November zu San Salvador geschitt ass.	De Cristiani huet sechs Jesuiten ëmbruecht.	0
964	Politesch Leader hunn verpflicht datt de Bau vum sougenannte Freedom Tower - deen 1.776 Féiss an d'Loft eropgeet an dat héchst Gebai vun der Welt ass - bis Enn 2008 op Zäitplang fäerdeg ass.	De Freedom Tower wäert dat héchst Gebai vun der Welt sinn.	1
965	Israelesch Wëssenschaftler viraussoen datt d'Koralleriffer vun der Welt an esou wéineg wéi 30 Joer vun elo unzegoen. Studien weisen datt d'Ozeanen ëmmer méi sauer ginn wéi se vu Mënsch gemaachte Emissioune vu Kuelendioxid absorbéieren. D'Hebräesch Universitéit vu Jerusalem Fuerscher soen dëst wäert et schwéier maachen fir vill Korallenorganismen Skelett an aner haart Deeler ze produzéieren. D'Aarbecht vum Team op Korallen am Roude Mier suggeréiert datt en Tipppunkt tëscht 30 an 70 Joer erreecht gëtt. Da wäerten d'Kräfte vun der Erosioun déi d'Korallen iessen d'Fäegkeet vun den Organismen iwwerschreiden fir d'Riff ze maachen.	D'Korallenorganismen sinn duerch d'Acidifikatioun vun den Ozeanen a Gefor.	1
966	Bei der Ukënnegung vun haut Pläng fir d'Natioun virzebereeden fir eng zukünfteg weltwäit Welle vu Vugelgripp ze bekämpfen huet de President Bush Vokabulär an Taktike benotzt déi aus senger Konfrontatioun mam globalen Terrorismus vertraut sinn.	Bush ënnerstëtzt den globalen Terrorismus.	0
967	De Premier Minister Mahmoud Abbas huet Israel no senger grousser Victoire bei de Presidentschaftswahle Sonndeg "d'Hand vum Fridden" ugebueden.	De Mahmoud Abbas huet d'Victoire bei de Presidentschaftswahle behaapt.	1
968	Den Här Fitzgibbon erwaart datt e puer vun de 17.000 zousätzlech US Truppen op Afghanistan déi australesch Kräfte stäerken déi an der geféierlecher Oruzgan Provënz am Süden operéieren. De Verteidegungsminister huet geplangt d'Thema speziell mam US Verdeedegungsminister Robert Gates opzeweisen. Hien huet scho Gespréicher mam US Zentralkommando General David Petraeus an Direkter vun der Central Intelligence Agency (CIA) Leon Panetta. De Generol Petraeus huet iwwer déi nei US-Strategie fir Afghanistan diskutéiert an den Truppefluch an deem eng extra 17.000 Truppen an de südleche Provënzen agesat ginn wou Taliban-Rebellen am meeschten aktiv waren.	Den David Petraeus ass den Direkter vun der CIA.	0
969	On Sunday Memoirs: 1939-1993 gëtt e Memoir vum fréiere Premier Minister vu Kanada Brian Mulroney verëffentlecht. Den 1152 Säiten Tome beschreift dem Mulroney seng Versioun vun den Eventer wärend senger Zäit als Premier Minister. CTV wäert en Documentaire iwwer Brian Mulroney um Virowend vu sengem Buchlancéiere iwwerdroen. Zousätzlech plangt d'Netzwierk Triumph & Treachery ze lueden: D'Brian Mulroney Story e Sonndeg CTV seet datt den 90-Minute Special dee komplettsten Interview wäert sinn deen de fréiere Premier Minister jeemools gemaach huet a säin éischten ëmfaassenden Interview zënter hien am Amt am Joer 1993 verlooss huet. De Québec franséischsproochege TVA Netzwierk wäert spéider an der Nuecht en ähnlechen Dokumentarfilm exklusiv op Franséisch weisen.	Den australesche Premier nennt sech John Howard.	0
970	Nigeria war bis elo den Täter verhënnert datt d'Welt komplett poliofräi ass.	Polio ass ënner Kontroll an der Welt.	0
971	D'Stadbeamten hunn de Kapitän vun der ofgebrach Staten Island Fähr entlooss.	Staten Island Fähr Kapitän huet refuséiert mat Enquêteuren ze schwätzen.	0
972	Op der anerer Säit identifizéiert den Artikel "Fiction and Facts About Drug Legalization" vum Joseph Califano méiglech sozial Problemer déi optrieden kënnen als Resultat vu Marihuana an iergendenger Form dekriminaliséiert ginn sief et fir medizinesch Zwecker oder fir Fräizäitnotzung.	Drogen Legaliséierung huet Virdeeler.	0
973	Den Ordonez Reyes huet de Jose Jesus Pena angeblech Sécherheetschef vun der Nicaraguanescher Ambassade zu Tegucigalpa beschëllegt de 7. Januar Ermuerdung vum Kontrakommandant Manuel Antonio Rugama z'ënnerhuelen.	De Manuel Antonio Rugama gouf vum Jose Jesus Pena ëmbruecht.	0
974	D'Interstate 35W Mississippi River aacht-Spur Bréck zu Minneapolis Minnesota ass op béide Säiten vun der Autobunn iwwer de Mississippi River während der Rush Hour zesummegefall. Fréier Berichter hunn uginn datt op d'mannst néng Leit gestuerwen sinn awer d'Police vu Minneapolis huet dëst op véier während enger Pressekonferenz ëm 7:30 Auer (lokal Zäit) iwwerschafft. Den Tim Dolan de Minneapolis Police Chief huet spéider gesot datt "e puer [dobäizefügen zu de véier] Leit sinn dout op der Szen bestätegt" awer géif net ausbauen wéi vill. Op d'mannst 79 goufe blesséiert an op d'mannst 8 ginn nach ëmmer vermësst nach ëmmer gegleeft datt se am Schutt sinn.	Eng Bréck fällt an de Mississippi River.	1
975	An de meeschte Pazifik Länner sinn et ganz wéineg Fraen am Parlament.	Frae si schlecht am Parlament vertrueden.	1
976	Spéit Dënschdeg hunn d'Autoritéiten am US Staat Texas d'Ausféierung vum José Medellín duerchgefouert e mexikanesche National dee veruerteelt gouf fir zwee Teenager-Meedercher am Joer 1993 ze vergewaltegt an ëmzebréngen. D'Exekutioun gouf duerchgefouert trotz der Mëtt vun engem internationale juristesche Sträit mat Contestatiounen vun den Internationalen Geriichtshaff (ICJ) an den UN-Generalsekretär Ban Ki-moon. De José Ernesto Medellín 33 gouf a Mexiko gebuer awer ass als Kand an d'USA geplënnert. Hie gouf zum Doud veruerteelt fir d'Vergewaltegung a Mord vun zwee Meedercher vu 14 a 16 Joer 1993 zu Houston Texas. En Dënschdeg um 21:57. CDT hie krut eng fatal Injektioun an der Huntsville Eenheet zu Huntsville laut dem Texas Department of Criminal Justice.	De José Medellín gouf am Huntsville Prisong higeriicht.	1
977	Dräi Infirmièren an engem vun den eelste Spideeler vu Wien goufen op Verdacht festgeholl 35 Patienten ëmzebréngen.	Dräi Wiener Infirmièren sinn ënner Verdacht fir Patienten ëmzebréngen.	1
978	El Nino ass sou genannt well d'Effekter vum waarme Waasser virum Peru normalerweis no Chrëschtdag bemierkt ginn.	El Nino ass nom Peru benannt.	0
979	D'Iwwerschwemmungen waren aussergewéinlech well se en extensiv Gebitt uechter Europa vu Groussbritannien bis Spuenien an esou wäit Oste wéi d'Schwaarzemierküst betraff hunn. Déi wirtschaftlech Verloschter leien an Däitschland op 92 Milliarden EUR an Éisträich op 29 Milliarden EUR an an der Tschechescher Republik op 23 Milliarden EUR. Total wirtschaftleche Schued iwwerschratt 15 Milliarden Euro.	Iwwerschwemmungen an Europa verursaachen grouss wirtschaftlech Verloschter.	1
980	Déi éischt Halschent vum 1997 war e Joer vu bedeitende Fortschrëtter fir Osttimor an der internationaler Arena. Am Abrëll huet eng Majoritéit vun de Membere vun der UNO Kommissioun fir Mënscherechter fir eng staark Resolutioun iwwer Osttimor gestëmmt déi indonesesch Regierung kritiséiert fir säi Mangel u Fortschrëtter iwwer Mënscherechter an Osttimor a fuerdert konkret Schrëtt fir unzegoen. déi weider Violatioune.	Guerillas erhéijen d'Aktivitéit an Osttimor.	0
981	D'Lucinda Creighton huet behaapt datt d'Leit hir räissen als "iwwerambitiéis" an "ze vill presséiert" fir op déi politesch Leeder ze klammen. Den ausgeprägte Fine Gael Deputéierte schwätzt no engem erhëtzten Austausch mam Enda Kenny dozou gefouert datt si d'lescht Woch aus enger parlamentarescher Partei Reunioun erausgaang ass. De Creighton dee mat 29 schonn als potenziell zukünfteg Leader vu Fine Gael unerkannt ass huet d'Entriichter geschloen déi hire séieren Erfolleg an engem "negativen" Liicht gesinn - a mengt datt hire Frënd a Kolleg Leo Varadkar datselwecht Schicksal gelidden huet. Am Laf vum Fine Gael Ard Fheis geschwat huet d'Madame Creighton och Suggestioune refuséiert déi d'lescht Woch opgetaucht sinn datt si als "loose Kanoun" an der Partei gesi gëtt. "Ech betruecht mech sécher net als e lockere Kanoun. Ech sinn absolut Deel vun der Fine Gael Team" sot si.	Lucinda Creighton ass de Leader vun enger parlamentarescher Partei.	0
982	Leschte Samschdeg war ech begeeschtert iwwer eng Schoul zu Co Antrim ze liesen déi d'Studie vun der Philosophie fir Studenten vu véier Joer a méi no agefouert huet. Laut den Enseignanten an den Elteren sinn d'Virdeeler wäit iwwer de Klassesall gefillt "net nëmme wat d'Vertrauen d'Motivatioun an d'Fäegkeet ugeet mee an engem verstäerkte Respekt fir déi ënnerschiddlech Meenungen vun aneren". Am 1999 sinn ech duerch d'Tore vum Trinity College gaang fir als Bachelor an der Philosophie Departement anzeschreiwen. Ech war just zréck doheem aus Joer Liewensstandard an enger anerer Stad; Ech war viru kuerzem bestuet Chômage a gouf diagnostizéiert mat enger mentaler Krankheet déi ech net ganz gegleeft hunn datt ech hat. Ech war net sécher ob ech kéint eens ginn.	Trinity College gouf 1999 gegrënnt.	0
983	Si gi gezwongen op Kribbelen ze liewen sou datt d'Nonnen an engem Hollywood Klouschter berühmt fir säi Kürbisbrout warnen datt se d'Plaz fir d'Entwécklung musse schneiden. D'Drohung vun engem Stopp vum 75 Joer ale Klouschter vun den Engelen ënner dem Hollywood Schëld huet d'Noperen an d'Supporter opgefuerdert eng Campagne opzemaachen fir de reliéise Réckzuch vu véier Hektar ze retten. D'Fräiwëlleger soen datt si sech op d'Nonnen hir feucht a parfüméierter Kürbisbrout wenden fir ze hëllefen e Cashmangel auszefëllen deen den Operatiounsbudget vum Klouschter ëm méi wéi 70% reduzéiert huet.	D'Klouschter vun den Engelen gouf viru 75 Joer gegrënnt.	1
984	Hien entwéckelt och eng Otemschwieregkeeten Test datt Schwiewel Verbindungen aus dem H. pylori Emissiounen entdecken kéint.	Den H. pylori produzéiert Schwefelverbindungen.	1
985	Zwee Männer goufen ugeklot fir den Zaca Fire ze starten dem zweetgréisste Bëschbrand an der Geschicht vu Kalifornien. D'Feier verbrennt weider duerch de Los Padres National Forest an huet am Ganzen 240.000 Hektar verbraucht deen de 4. Juli ugefaang huet. Wéi och ëmmer d'Feier ass elo ënner Kontroll a gëtt erwaart bis de 4. September enthale sinn. Jose Jesus Cabrera vu Santa Ynez 38 Santiago Iniguez Cervantes vu Santa Maria 46 an d'Firma vu Rancho La Laguna fir déi se geschafft hunn goufen all mat sechs Grofe vu Verbrieche reprochéiert a Relatioun mam Feier ze starten.	De Cabrera an de Cervantes gi beschëllegt den Zaca Feier verursaacht ze hunn.	1
986	Brasilien Australien an Thailand hunn argumentéiert datt d'EU ee vun de gréissten Exporter vun der Welt d'WTO Bauereregele gebrach huet andeems d'Limiten op Export Subventiounen iwwerschreiden déi ënner dem WTO's 1994 Accord iwwer Landwirtschaft festgeluecht goufen.	Déi dräi Länner hunn argumentéiert datt d'UE ee vun de gréissten Exportateure vun der Welt d'Regele vum OMC verletzt huet wann d'Limite vun de Subventiounen op d'Exporter iwwerschreiden déi ënner dem Ofkommes iwwer Landwirtschaft vun der OMC am Joer 1994 uginn.	0
987	D'Verëffentlechung vun enger Serie vu Cartoons vum Prophet Mohammad an enger Kopenhagener Zeitung huet am Mëttleren Osten eng String vun haarden an plazeweis gewaltsam Reaktiounen ausgeléist déi europäesch Leader gezwongen hunn d'Situatioun ze berouegen. Dëse Réckschlag huet Enn September 2005 ugefaang wéi déi dänesch Zeitung Jyllands-Posten eng Dose Cartoons publizéiert huet déi de Prophet Mohammad duerstellen. D'Biller gounge vun serieux bis komesch an Natur; e besonnesch kontroversen Cartoon portraitéiert de Mohammad mat enger Bombe a sengem Turban gewéckelt. D'Jutland-baséiert Zeitung seet datt d'Biller gemengt waren e gewëssen Niveau vun der ëffentlecher Debatt iwwer d'Bild vum Islam an Europa ze inspiréieren a keng direkt Zil haten iergendeen ze beleidegen.	Jyllands-Posten gëtt zu Kopenhagen publizéiert.	1
988	D'National Park Trust identifizéiert 20 héich-Prioritéit Siten - dorënner de Blue Ridge Parkway an North Carolina a Virginia an Everglades National Park zu Florida - als Beräicher mat private Besëtz déi verkaf kënne ginn.	Den Everglades National Park ass a Florida.	1
