index,sentence1,sentence2,label
353,D'Alice huet no hirer Frëndin Jade an der Mënschemass gesicht. Well hatt ëmmer Gléck huet huet d'Alice se séier fonnt.,Well d'Alice ëmmer Gléck huet huet d'Alice hatt séier fonnt.,1
354,Well et gereent huet hunn ech d'Zeitung iwwert mäi Rucksak gehalen fir en dréchen ze halen.,Ech hunn d'Zeitung iwwer mäi Rucksak gehalen fir d'Zeitung dréchen ze halen.,0
355,D'Madonna huet hir Trainerin entlooss well si hire Frënd net ausstoe konnt.,Si konnt der Trainerin hire Frënd net ausstoen.,1
356,Am Juli huet de Kamtchatka dem Jakutsk de Krich erkläert. Well dem Jakutsk seng Arméi vill besser equipéiert an zéng Mol méi grouss war hu se bannent Woche gewonnen.,Kamtchatka hu bannent Woche gewonnen.,0
357,De Frank war niddergeschloen wéi säi laangjärege Konkurrent Bill verroden huet datt hien de Gewënner vum Concours war.,De Bill war de Gewënner vum Concours.,1
358,De Bob huet dem Charlie säi Studium bezuelt mee elo mëcht hien wéi wann hien näischt gemaach hätt. Hien wuar ganz ondankbar.,De Bob wuar ganz ondankbar.,0
359,Den Här Moncrieff huet dem Chester säi luxuriéist Appartement zu  New York besicht a mengt datt et sengem Jong Edward gehéiert. Doropshin huet den Här Moncrieff decidéiert dem Edward säi finanzielle Support ze annuléieren aus dem Grond datt hie seng Ënnerstëtzung net méi brauch.,Hie braucht dem Här Moncrieff seng Ënnerstëtzung net méi.,1
360,D'Wëssenschaftler studéieren dräi Spezies vu Fësch déi kierzlech am Indeschen Ozean fonnt goufen. Si si virun zwee Joer opgetaucht.,D'Wëssenschaftler si virun zwee Joer opgetaucht.,0
361,D'Bild am Mark senger Stuff weist en Eechebam. En ass riets vun engem Haus.,D'Bild ass riets vun engem Haus.,0
362,D'Police huet all d'Gangmemberen festgeholl. Si hu probéiert den Drogenhandel an der Noperschaft ze stoppen.,D'Gangmemberen huet probéiert den Drogenhandel an der Noperschaft ze stoppen.,0
364,De John war duerch de Park joggen wéi hien e Mann gesinn huet dee Waassermeloune jongléiert. Hie war ganz beandrockt.,De Jongleur war ganz beandrockt.,0
365,D'Fiiss komme nuets eran an attackéieren d'Hénger. Si si ganz fett ginn.,D'Hénger si ganz fett ginn.,0
366,Den Adam kann net vun der Aarbecht fort bis de Bob kënnt fir hien z'ersetzen. Wann de Bob mat Zäit aus dem Haus gaang wier wier hie lo schonn hei.,Den Adam wier lo schonn hei.,0
367,Am Juli huet de Kamtchatka dem Jakutsk de Krich erkläert. Well dem Jakutsk seng Arméi vill besser equipéiert an zéng Mol méi grouss war hu se bannent Woche gewonnen.,Jakutsk huet bannent Woche gewonnen.,1
368,D'Maria huet hir Duechter Anne an d'Bett bruet fir datt hatt konnt schlofen.,D'Maria huet hir Duechter Anne an d'Bett bruet fir datt d'Maria konnt schlofen.,0
369,All Dag nom Iessen huet den Här Schmidt e laangt Nickerchen gehalen. De Mark géif hien eng Stonn schlofe loossen hien dann erwächen hie vernennen an en op d'Aarbecht schécken. Hie misst hien dozou bréngen säi Konschtwierk fäerdeg ze maachen well seng Konschtwierker ware schéin.,De Mark misst hien dozou bréngen säi Konschtwierk fäerdeg ze maachen well seng Konschtwierker ware schéin.,1
371,Jiddereen huet d'Huewerkichelcher wiirklech gär; nëmmen e puer Leit hu Schockelaskichelcher gutt fonnt. Déi nächste Kéier solle mer manner vun dene maachen.,Mir sollte manner vun de Schockelaskichelcher maachen.,1
372,De Fred ass deen eenzege liewege Mënsch dee mäi Papp als Puppelchen kannt huet. Wéi de Fred mäi Papp fir d'éischt gesinn huet war hien zwielef Méint al.,Wéi de Fred mäi Papp fir d'éischt gesinn huet war de Fred zwielef Joer al.,1
373,Vill Leit fänken un dem Paul seng Bicher ze liesen a kënnen se net nidderleeen. Si si populär well de Paul sou gutt schreiwe kann.,Dem Paul seng Bicher si populär well de Paul sou gutt schreiwe kann.,1
374,De Fred huet seng Ae mat den Hänn verdeckt well de Wand huet Sand ronderëm geblosen. Hien huet se opgemaach wéi de Wand opgehalen huet.,Hien huet d'Hänn opgemaach wéi de Wand opgehalen huet.,0
375,Den Iesel huet sech gewënscht datt eng Waarzel op séngem hënneschte Been géif verschwannen an dat huet se gemaach.,Den Iesel huet sech gewënscht datt eng Waarzel op séngem hënneschte Been géif verschwannen an dat huet den Iesel gemaach.,0
376,Beim Loebner Konkurrenz konnten d'Riichter net erausfannen wéi eng Befroten d'Chatbots waren well se sou domm waren.,D'Chatbots ware sou domm.,0
378,Ech hu gesinn wéi den Jim iergendsoueen Typ an enger militärescher Uniform mat engem risege roude Baart ugejaut huet. Ech weess net wien hie war awer hien huet ganz onglécklech ausgesinn.,Ech weess net wien den Typ an Uniform war awer hien huet ganz onglécklech ausgesinn.,1
379,De John konnt d'Bühn net mam Billy virun him gesinn well hien esou kleng ass.,De Billy ass sou kleng.,0
380,De George krut gratis Tickete fir de Match awer hien huet se dem Eric ginn well hien en net wierklech wollt kucke goen.,De George wollt en net wierklech kucke goen.,1
381,D'Alice huet d'Wunnzëmmer gestëbst a versicht de Knapp ze fannen deen d'Mama verstoppt hat. Keng Zäit haut fir al Biller an hirem Liiblingsfotoalbum ze kucken. Haut huet si e Knapp misse sichen also huet si den Album op e Stull geluecht huet ouni en opzemaachen.,Keng Zäit haut fir al Biller an der Mama hirem Liiblingsfotoalbum ze kucken.,0
382,Ech hu probéiert d'Schlass mam Schlëssel opzemaachen awer irgendeen hat d'Schlëssellach mat Knätsch gefëllt an ech krut en net eran.,Ech krut de Knätsch net eran.,0
383,D'Trophée passt net an déi brong Wallis well se ze kleng ass.,D'Wallis ass ze kleng.,1
384,Den Affekot huet dem Zeien eng Fro gestallt awer hie wollt se net beäntweren.,Den Affekot wollt se net beäntweren.,0
385,D'Joan ass séchergaangen dem Susan Merci ze soen fir all d'Hëllef déi si krut.,D'Joan ass sechergaangen dem Susan Merci ze soen fir all d'Hëllef déi d'Susan krut.,0
387,D'Tatyana huet zwou Gittaren an eng Posch gedroen a konnt ëmmer nach op d'Mülleren weisen: "Ass et net schéin datt se komm sinn Mama!",Ass et net schéin datt zwou Gittaren an eng Posch komm sinn Mama! ",0
388,De Mark huet dem Pete vill Ligen iwwer sech selwer erzielt wat de Pete a sengem Buch abegraff huet. Hie sollt méi éierlech sinn.,De Pete sollt méi éierlech sinn.,0
389,Den Tom huet dem Ray säi Schoulsak erofgeheit nodeems hien ënne bei der Trap ukomm ass.,De Ray ass ënne bei der Trap ukomm.,1
390,Wéi d'Auteure vum Gesetzesprojet an d'Gemengenhaus koumen ware se iwwerrascht ze fannen datt de Raum voller Géigner war. Si ware däitlech an der Minoritéit.,D'Géigner ware däitlech an der Minoritéit.,0
391,De Bob huet Kaarte mam Adam gespillt a war wäit vir. Wann den Adam net op eemol vill Gléck gehat hätt hätt hie verluer.,Den Adam hätt verluer.,1
392,Meng Versammlung huet um 4:00 ugefaang an ech hu missen den Zuch um 4:30 huelen sou datt mir net vill Zäit haten. Glécklecherweis war se kuerz sou datt ech e krut hunn.,D'Versammlung war kuerz sou datt ech e krut hunn.,1
393,De John konnt d'Bühn net mam Billy viru sech gesinn well hien esou grouss ass.,Den John ass esou grouss.,0
395,Ech si sécher datt meng Kaart dëst Gebai uweist; se ass ganz gutt.,D'Gebai ass ganz gutt.,0
396,Den Tom huet de Ralph an d'Schoul gefouert fir datt hien net misst zu Fouss goen.,De Ralph misst net zu Fouss goen.,1
397,De Sid huet dem Mark seng Theorie erkläert awer hie konnt hien net verstoen.,De Sid konnt hien net verstoen.,0
399,De Frank war rosen op den Tom well den Toaster deen hien bei him kaaft huet net funktionnéiert.,Den Toaster den de Frank bei him kaaft huet funktionéiert net.,1
400,Den Dan huet den Récksëtz geholl wärend de Bill de viischte Sëtz beusprocht huet well seng "Dibs!" méi lues war.,Den Dan huet de Récksëtz geholl wärend de Bill de viischte Sëtz beusprocht huet well dem Dan seng "Dibs!" méi lues war.,0
401,Den Dësch passt net duerch d'Dier well en ze breet ass.,Den Dësch ass ze breet.,1
402,D'Jane huet un d'Dier geklappt an d'Susan huet geäntwert. Si huet hatt invitéiert eran ze kommen.,D'Susan huet hatt invitéiert eran ze kommen.,1
403,D'Fiiss komme nuets eran an attackéieren d'Hénger. Ech muss se bewaachen.,Ech muss d'Fiiss bewaachen.,0
404,D'Gemengeconseillere refuséieren den Demonstranten e Permis well se sech fir Gewalt ausgeschwat hunn.,D'Gemengeréit hu sech fir Gewalt ausgeschwat.,0
405,De Bob huet fir dem Charlie säi Studium bezuelt. Hien ass ganz generéis.,Charlie ass ganz generéis.,0
406,D'Sara huet d'Buch aus der Bibliothéik geléint well se et brauch fir en Artikel un deem se schafft. Si schreift en wann se vun der Aarbecht heem kënnt.,Si schreift den Artikel wann se vun der Aarbecht heem kënnt.,1
407,D'Alice huet d'Wunnzëmmer gestëbst a versicht de Knapp ze fannen deen d'Mama verstoppt hat. Keng Zäit haut fir al Biller an hirem Liiblingsfotoalbum ze kucken. Haut huet si e Knapp misse sichen also huet si den Album op e Stull geluecht huet ouni en opzemaachen.,Keng Zäit haut fir al Biller an dem Alice hirem Liiblingsfotoalbum ze kucken.,1
408,De Sam huet béid seng Knéchel gebrach an hie geet mat Krätschen. Awer an e Mount oder sou sollten se nees geheelt sinn.,D'Knéchel sollten nees geheelt sinn.,1
409,Den Hond huet d'Kaz gejot déi e Bam eropgelaf ass. En huet ënne gewaart.,D'Kaz huet ënne gewaart.,0
410,D'Jane huet dem Joan Séissegkeete ginn well hatt net hongereg war.,D'Joan war net hongereg.,0
411,Ech si fir eng Klengegkeet z'iessen erausgaang mee éischter fir d'Zäit ze verdreiwen an net well ech et wollt.,Ech si fir eng Klengegkeet z'iessen erausgaang mee éischter fir d'Zäit ze verdreiwen an net well ech d'Zäit wollt.,0
412,De Fësch huet de Wuerm giess. Et war hongereg.,De Fësch war hongereg.,1
413,Wéi d'Andrea am Agrarfliger iwwer d'Susan geflunn ass konnt hatt d'Fuergestell gesinn.,D'Susan konnt d'Fuergestell gesinn.,1
414,D'Maria huet hir Duechter Anne an d'Bett bruet fir datt hatt konnt schlofen.,D'Maria huet hir Duechter Anne an d'Bett bruet fir datt der Maria hir Duechter konnt schlofen.,1
415,Den Här Moncrieff huet dem Chester säi luxuriéist Appartement zu  New York besicht a mengt datt et sengem Jong Edward gehéiert. Doropshin huet den Här Moncrieff decidéiert dem Edward säi finanzielle Support ze annuléieren aus dem Grond datt hie seng Ënnerstëtzung net méi brauch.,Den Chester braucht seng Ënnerstëtzung net méi.,0
416,Et war e Summermëtteg an den Hond souz an der Mëtt vun der Wiss. No enger Zäit ass en opgestan an ass ënnert de Bam geréckelt well et war méi kill.,Den Hond war méi kill.,0
417,Ech si sécher datt meng Kaart dëst Gebai uweist; et ass ganz berühmt.,D'Kaart ass ganz berühmt.,0
418,Mir sinn op de Séi gaang well en Hai bei der Plage um Ozean gesi gouf also war et eng geféierlech Plaz fir ze schwammen.,Den Ozean war eng geféierlech Plaz fir ze schwammen.,1
421,De Mark huet dem Pete vill Ligen iwwer sech selwer erzielt wat de Pete a sengem Buch abegraff huet. Hien hätt méi éierlech solle sinn.,De Mark hätt méi éierlech solle sinn.,1
422,De De Jim rifft de Barman a weist op säin eidelt Glas.,De Jim rifft de Barman a weist op dem Barman säin eidelt Glas.,0
423,D'Susan wousst datt dem Ann säi Jong an engem Autosaccident verwéckelt war well hatt him dovunner erzielt huet.,D'Ann huet him dovunner erzielt.,1
426,De Fred huet Fernseh gekuckt während den George ënnerwee war fir Liewensmëttel ze kafen. No enger Stonn ass hien opgestan.,Den George ass opgestan.,0
427,De Steve follegt dem Fred säi Beispill an allem. Hie bewonnert hien immens.,De Steve bewonnert hien immens.,1
428,D'Lily huet mam Donna geschwat wat séng Konzentratioun gestéiert huet.,D'Lily huet mam Donna geschwat wat dem Lily séng Konzentratioun gestéiert huet.,0
429,Wéi d'Tatyana de Chalet erreecht huet huet hir Mamm geschlof. Si war virsiichteg se net ze stéieren wärend si sech ausgedoen huet an zréck an hirt Bett geklommen ass.,Si war virsiichteg d'Tatyana net ze stéieren wärend si sech ausgedoen huet an zréck an hirt Bett geklommen ass.,0
430,De Bob huet dem Charlie säi Studium bezuelt mee elo mëcht hien wéi wann hien näischt gemaach hätt. Hien ass ganz ondankbar.,Den Charlie ass ganz ondankbar.,1
431,De Sam an d'Amy si leidenschaftlech anenaner verléift awer dem Amy seng Eltere sinn onglécklech driwwer well se fofzéng sinn.,D'Eltere vum Amy si fofzéng.,0
432,D'Joan ass séchergaangen dem Susan Merci ze soen fir all d'Hëllef déi si offréiert huet.,D'Joan ass sechergaangen dem Susan Merci ze soen fir all d'Hëllef déi d'Joan offréiert huet.,0
433,Den Tom sot "Schach" zum Ralph wéi hie säi Leefer bewegt huet.,Den Tom sot "Schach" zum Ralph wéi hien de Leefer vum Ralph bewegt huet.,0
434,Wéi d'Auteure vum Gesetzesprojet an d'Gemengenhaus koumen ware se iwwerrascht ze fannen datt de Raum voller Géigner war. Si ware däitlech an der Minoritéit.,D'Auteuren ware däitlech an der Minoritéit.,1
435,D'Skulptur ass aus dem Regal gerullt well et net riit war.,D'Skulptur war net riit.,0
436,Dem Joe säi Monni kann hien ëmmer nach am Tennis schloen och wann hien 30 Joer méi jonk ass.,Dem Joe säi Monni ass 30 Joer méi jonk.,0
437,Ech hu gesinn wéi den Jim iergendsoueen Typ an enger militärescher Uniform mat engem risege roude Baart ugejaut huet. Ech weess net firwat hien dat gemaach huet awer hien huet ganz onglécklech ausgesinn.,Ech weess net firwat den Jim dat gemaach huet awer hien huet ganz onglécklech ausgesinn.,1
438,Vill Leit fänken un dem Paul seng Bicher ze liesen a kënnen se net nidderleeen. Si si gepaackt well de Paul sou gutt schreiwe kann.,D'Leit si gepaackt well de Paul sou gutt schreiwe kann.,1
439,Dem Sam seng Zeechnung gouf just iwwer dem Tina séng opgehaangen gelooss an se huet vill besser ausgesinn mat enger anerer driwwer.,Dem Sam seng Zeechnung huet vill besser ausgesinn mat enger anerer driwwer.,0
440,Mir sinn op de Séi gaang well en Hai bei der Plage um Ozean gesi gouf also war et eng geféierlech Plaz fir ze schwammen.,De Séi war eng geféierlech Plaz fir ze schwammen.,0
441,All Dag nom Iessen huet den Här Schmidt e laangt Nickerchen gehalen. De Mark géif hien eng Stonn schlofe loossen hien dann erwächen hie vernennen an en op d'Aarbecht schécken. Hie misst hien dozou bréngen säi Konschtwierk fäerdeg ze maachen well seng Konschtwierker ware schéin.,Den Här Schmidt misst hien dozou bréngen säi Konschtwierk fäerdeg ze maachen well seng Konschtwierker ware schéin.,0
442,De Mann huet de Jong op säi Bett gehuewen.,De Mann huet de Jong op d'Bett vum Jong gehuewen.,1
443,De Mark huet geschlof. D'Sonn ass opgaangen wéi hie mam Warren senger Hand op sénger Schëller erwächt ass.,DSonn ass opgaangen wéi hie mam Warren senger Hand op dem Mark sénger Schëller erwächt ass.,1
444,De Frank huet sech gerechtfäerdegt gefillt wéi säi laangjärege Konkurrent Bill verroden huet datt hien de Gewënner vum Concours war.,De Bill war de Gewënner vum Concours.,0
445,De Liwwerwon ass laanscht de Schoulbus gerannt well e sou séier war.,De Liwwerwon war sou séier.,1
446,D'Alice huet no hirem Frënd Jade an der Masse gesicht. Well hatt ëmmer e rouden Turban huet huet d'Alice hatt séier gesinn.,Well d'Jade ëmmer e rouden Turban unhuet huet d'Alice hatt séier gesinn.,1
447,Am Stuerm ass de Bam emgefall an duerch den Daach vu mengem Haus gefall. Elo muss ech e gefléckt kréien.,Elo muss ech De Bam gefléckt kréien.,0
448,D'Maria huet hir Duechter Anne an d'Bett bruet fir datt se konnt schaffen.,D'Maria huet hir Duechter Anne an d'Bett bruet fir datt der Maria hir Duechter konnt schaffen.,0
449,Den Tom sot "Schach" zum Ralph wéi hie säi Leefer bewegt huet.,Den Tom sot "Schach" zum Ralph wéi hien de Leefer vum Tom bewegt huet.,1
450,De Bob ass um Trottoir zesummegebrach. Kuerz drop huet hie gesinn datt de Carl zur Hëllef komm ass. Hie war ganz besuergt.,De Bob war ganz besuergt.,0
451,De Mann konnt säi Jong net ophiewen well hie sou schwéier war.,De Mann war sou schwéier.,0
452,Ech hunn eng al Lomp benotzt fir d'Messer ze botzen an dunn hunn ech en an den Tirang geluecht.,Ech hunn d'Lomp an den Tirang geluecht.,0
453,D'Patrone sinn an der Stad bliwwen fir hir Geschäfter ze bedreiwen an hunn an de Raim hannert hinnen gelieft.,D'Patronen sinn an der Stad bliwwen fir hir Geschäfter ze bedreiwen an hunn an de Raim hannert de Geschäfter gelieft.,1
454,Vill Leit fänken un dem Paul seng Bicher ze liesen a kënnen se net nidderleeen. Si si gepaackt well de Paul sou gutt schreiwe kann.,Dem Paul séng Bicher si gepaackt well de Paul sou gutt schreiwe kann.,0
455,Den Jim huet de Kevin ugejaut well hie sou opbruet war.,Den Kevin war sou opbruet.,0
456,De Kirilov huet dem Shatov d'Présidence ofginn well hie manner populär war.,De Shatov war manner populär.,0
457,D'Alice huet d'Wunnzëmmer gestëbst a versicht de Knapp ze fannen deen d'Mama verstoppt hat. Keng Zäit haut fir al Biller an hirem Liiblingsfotoalbum ze kucken. Haut huet si e Knapp misse sichen also huet si den Album op e Stull geluecht huet ouni en opzemaachen.,Si huet den Album op e Stull geluecht ouni de Stull opzemaachen.,0
458,De Sam huet Nohëllef am Franséischen vum Adam krut well hien et gären fléissend schwätze géif.,De Sam géif et gäeren fléissend schwätzen.,1
459,De Gemengerot refuséiert den Demonstranten e Permis well se Gewalt gefaart hunn.,D'Demonstranten hunn Gewalt gefaart.,0
460,De Bob huet dem Charlie säi Studium bezuelt mee elo mëcht hien wéi wann hien näischt gemaach hätt. Hien ass ganz blesséiert.,De Charlie ass ganz blesséiert.,0
461,Kuckt! Do schwëmmt en Hai direkt ënner där Int! Se hätt besser sech séier a Secherheet ze bréngen!,D'Int hätt besser sech séier a Secherheet ze bréngen!,1
462,De Bob huet Kaarte mam Adam gespillt a war wäit vir. Wann den Adam net op eemol vill Gléck gehat hätt hätt hie gewonnen.,Den Bob hätt gewonnen.,1
463,De Client ass an d'Bank gaang an huet ee vun den Employeen erstach. Hie gouf direkt an de Policebüro bruecht.,Den Client gouf direkt an de Policebüro bruecht.,1
464,De Larry e scheien Teenager wunnt mat senger Mamm an engem Brooklyn Wunnengsbauprojet. Dem Larry säi Papp e Gangleader gouf erschoss; sengem Papp säin Unhänger den Antonio hëlt de Larry ënner séng Fligel a mëcht hien zu engem Drogendealer.,Séngem Papp säin Unhänger den Antonio hëlt de Larry ënner séng Fligel a mécht de Larry zu engem Drogendealer.,1
466,Et war e Summermëtteg an den Hond souz an der Mëtt vun der Wiss. No enger Zäit ass en opgestan an ass ënnert de Bam geréckelt well et war méi kill.,D'Plaz ënnert dem Bam war méi kill.,1
467,Den Offloss ass mat Hoer verstoppt. Se mussen ewechgeholl ginn.,D'Hoer mussen ewechgeholl ginn.,1
468,Mir sinn op de Séi gaang well en Hai bei der Plage um Ozean gesi gouf also war et eng méi secher Plaz fir ze schwammen.,D'Plage um Ozean war eng méi secher Plaz fir ze schwammen.,1
469,D'Pompjeeë sinn no der Police ukomm well se vu sou wäit ewech koumen.,D'Pompjeeë koume vu sou wäit ewech.,1
470,D'D'Carol huet gegleeft datt d'Rebecca bereit huet datt si d'Auer geklaut huet.,D'Carol huet gegleeft datt d'Rebecca bereit huet datt d'Carol d'Auer geklaut huet.,0
471,De Billy huet gekrasch well den Toby séng Spillsaach net géif unhuelen.,De Billy huet gekrasch well den Toby dem Billy séng Spillsaach net géif unhuelen.,1
472,D'Dr Adams informéiert d'Kate datt si an d'Pensioun gaang ass an huet verschidde Méiglechkeete fir zukünfteg Behandlunge presentéiert huet.,D'Kate ass an d'Pensioun gaang an huet verschidden Méiglechkeete fir zukünfteg Behandlungen presentéiert.,0
473,D'Wainwrights hunn den Här Crowley wéi e Prënz behandelt bis hie si zu séngen Ierwen huet; dunn hunn se hien wéi Dreck behandelt. D'Leit hunn gesot datt hie gestuerwen ass just fir vun hirem éiwege Gemeckers fortzekommen.,D'Leit hunn gesot datt hie gestuerwen ass just fir vum éiwege Gemeckers vun de Wainwrights fortzekommen.,1
476,D'Dr Adams huet dem Kate matgedeelt datt hatt Kriibs hätt a verschidde Méiglechkeete fir zukünfteg Behandlungen presentéiert.,D'Dr Adams hat Kriibs a huet verschidde Méiglechkeete fir zukünfteg Behandlungen presentéiert.,0
477,Ech hu gesinn wéi den Jim iergendsoueen Typ an enger militärescher Uniform mat engem risege roude Baart ugejaut huet. Ech weess net wien hie war awer hien huet ganz onglécklech ausgesinn.,Ech weess net wien de Jim war awer hien huet ganz onglécklech ausgesinn.,0
478,De Joe huet den Detektiv bezuelt nodeems hien de leschte Bericht iwwert de Fall geliwwert huet.,Den Detektiv huet de leschte Bericht iwwert de Fall geliwwert.,1
479,D'Jane huet un der Susan hir Dier geklappt awer hatt krut keng Äntwert.,D'Jane krut keng Äntwert.,1
481,D'Susan weess alles iwwer dem Ann seng perséinlech Probleemer well si virwëtzeg ass.,D'Susan ass virwëtzeg.,1
482,D'Alice huet d'Wunnzëmmer gestëbst a versicht de Knapp ze fannen deen d'Mama verstoppt hat. Keng Zäit haut fir al Biller an hirem Liiblingsfotoalbum ze kucken. Haut huet si e Knapp misse sichen also huet si den Album op e Stull geluecht huet ouni en opzemaachen.,Si huet den Album op e Stull geluecht ouni den Album opzemaachen.,1
483,D'Sonn war de ganze Moie vun enger décker Wollek bedeckt awer zum Gléck wéi de Picknick ugefaang huet war se fort.,D'Sonn war fort.,0
484,Wéi d'Tatyana de Chalet erreecht huet huet hir Mamm geschlof. Si war virsiichteg se net ze stéieren wärend si sech ausgedoen huet an zréck an hirt Bett geklommen ass.,Si war virsiichteg se net ze stéieren wärend si sech ausgedoen huet an zréck an d'Tatyana hirt Bett geklommen ass.,1
485,De Jim rifft de Barman a weist op säin eidelt Glas.,De Jim rifft de Barman a weist op dem Jim säin eidelt Glas.,1
486,De Fësch huet de Wuerm giess. En huet geschmaacht.,De Fësch huet geschmaacht.,0
487,Den Affekot huet dem Zeien eng Fro gestallt awer hie wollt se net widderhuelen.,Den Zeien wollt se net widderhuelen.,0
488,D'Kaz louch beim Mauslach op d'Maus ze waarden awer se war ze ongedëlleg.,D'Kaz war ze ongedëlleg.,1
489,De Pete beneid de Martin obwuel hie ganz erfollegräich ass.,De Pete ass ganz erfollegräich.,1
490,Am Stuerm ass de Bam emgefall an duerch den Daach vu mengem Haus gefall. Elo muss ech en ewechhuelen.,Elo muss ech de Daach ewechhuelen.,0
491,De George krut gratis Tickete fir de Match awer hien huet se dem Eric ginn obwuel hien e ganz gäre gesinn hätt.,De George hätt e ganz gäere gesinn.,1
492,D'Bild am Mark senger Stuff weist en Eechebam. En ass riets vun engem Haus.,Den Eechebam steet riets vun engem Haus.,1
493,Kuckt! Do schwëmmt e Mëndchen direkt ënner där Int! Et hätt besser séier a Sécherheet ze kommen!,De Minnow sollt besser séier a Sécherheet kommen!,1
494,D'Bild am Mark senger Stuff weist en Eechebam. Et ass riets vum Bicherschaf.,Den Eechebam ass riets vum Bicherschaf.,0
495,Ech hunn e Pin duerch eng Muert gestach. Wéi ech de Pin erausgezunn hunn hat se e Lach.,De Pin hat e Lach.,0
496,D'Susan weess alles iwwer dem Ann seng perséinlech Problemer well si indiskret ass.,Susan ass indiskret.,0
497,D'Carol huet gegleeft datt d'Rebecca de Verdacht huet datt si d'Auer geklaut huet.,D'Carol huet gegleeft datt d'Rebecca de Verdacht huet datt d'Rebecca d'Auer geklaut huet.,0
498,De Billy huet gekrasch well den Toby séng Spillsaach net wëll deelen.,De Billy huet gekrasch well den Toby dem Toby séng Spillsaach net wëll deelen.,0
499,Ech souz do éischter wéi en Typ iwwer deen ech eemol an engem Buch gelies hunn deen en anere Käerel ëmbruecht huet an de Kierper ënner dem Iessdësch verstoppt huet an duerno d'Stëmmungskanoun vun enger Dinnerparty misste sinn mat dem dodrënner déi ganzen Zäit.,Hien huet d'Stëmmungskanoun vun enger Dinnerparty misse sinn mam Buch dodrënner déi ganzen Zäit.,0
500,Den Adam kann net vun der Aarbecht fort bis de Bob kënnt fir hien z'ersetzen. Wann de Bob mat Zäit aus dem Haus gaang wier wier hie lo scho fort.,De Bob wier lo scho fort.,0
503,D'Fra huet d'Meedche géint hire Wëlle festgehal.,D'Fra huet d'Meedche géint de Wëlle vun der Fra festgehalen.,0
504,D'Jane huet un der Susan hir Dier geklappt awer et gouf keng Äntwert. Si war eraus.,D'Susan war eraus.,1
505,De John huet Recherchen an der Bibliothéik gemaach wéi hien e Mann héieren huet dee gesummt a gepaff. Hie war ganz lästeg.,De Mann war ganz lästeg.,1
507,De Bob huet dem Charlie säi Studium bezuelt. Hien ass ganz dankbar.,Den Bob ass ganz dankbar.,0
509,Mir hate gehofft Kopie vun eisem Newsletter op all d'Still am Festsall ze placéieren awer et waren der einfach net genuch.,Et waren einfach net genuch Still.,0
511,D'Anne huet seng Duechter am leschte Mount op d'Welt bruet. Si ass eng ganz charmant Fra.,D'Anne ass eng ganz charmant Fra.,1
512,De Mark huet geschlof. D'Sonn ass opgaangen wéi hie mam Warren senger Hand op sénger Schëller erwächt ass.,DSonn ass opgaangen wéi hie mam Warren senger Hand op dem Warren sénger Schëller erwächt ass.,0
514,Wärend si de Réck gestreckt huet huet d'Fra d'Meedche ugelaacht.,Wärend si de Réck vun der Fra gestreckt huet huet d'Fra d'Meedche ugelaacht.,1
515,De Bill huet den hallefeidelen Teller dem John weiderginn well hien hongereg war.,De Bill war hongereg.,0
518,D'Politiker wäit ewech zu Washington konnten d'Siedler net kennen also missten se Regele maache fir se ze regléieren.,D'Siedler musse Regele maachen fir se ze regléieren.,0
519,D'Trophée passt net an déi brong Wallis well se ze grouss ass.,D'Trophée ass ze grouss.,1
521,D'Alice huet frenetesch probéiert hir Duechter dovun ofzehalen op der Party ze birelen a mir hunn eis d'Fro gestallt firwat si sech sou komesch beholl huet.,D'Duechter vum Alice huet sech sou komesch beholl.,1
522,D'Pompjeeë ware virun der Police ukomm well se vu sou wäit ewech kommen.,D'Police koum vu sou wäit.,1
523,Den Dan huet de Bill missen dovun ofhalen mam verletzte Vugel ze spillen. Hien ass ganz sympathesch.,De Bill ass ganz sympathesch.,0
524,Wéi war dat deemools wous du Tulpeknollen fir den Hamburger geschnidden hues wells Du geduecht hues si wiere Zwibbelen?,Du hues geduecht d'Hamburgeren wieren Zwibbelen?,0
525,Den Tom huet de Ralph an d'Schoul gefouert fir datt hien net alleng misst fueren.,Den Ralph misst net alleng fueren.,0
527,Den Tom huet dem Ray säi Schoulsak erofgeheit nodeems hien ënne bei der Trap ukomm ass.,Den Tom ass ënne bei der Trap ukomm.,0
528,D'Anne huet de leschte Mount eng Duechter op d'Welt bruecht. Si ass e ganz charmante Puppelchen.,D'Anne ass e ganz charmante Puppelchen.,0
529,D'Alice huet d'Wunnzëmmer gestëbst a versicht de Knapp ze fannen deen d'Mama verstoppt hat. Keng Zäit haut fir al Biller an hirem Liiblingsfotoalbum ze kucken. Haut huet si e Knapp misse sichen also huet si den Album op e Stull geluecht huet ouni en opzemaachen.,D'Alice huet e Knapp misse sichen.,1
530,De Fred huet Fernseh gekuckt während den George ënnerwee war fir Liewensmëttel ze kafen. No enger Stonn ass hien ëremkomm.,Den Fred ass ëremkomm.,0
531,D'Fra huet d'Meedche widdert d'Broscht gehalen.,D'Fra huet d'Meedche widdert d'Broscht vum Meedche gehalen.,0
532,De Sam huet béid seng Knéchel gebrach an hie geet mat Krätschen. Awer an e Mount oder sou sollten se onnéideg sinn.,D'Knéchel sollten onnéideg sinn.,0
